시장명,시장유형,소재지도로명주소,시장개설주기,소재지지번주소,점포수,사용가능상품권,공중화장실 보유여부,주차장 보유여부,개설년도,데이터기준일자
목포종합수산시장,상설,전라남도 목포시 동명동,상설,전남 목포시 광동1가 4-13번지 외,134,온누리상품권,Y,Y,2010,2015-12-31
중앙식료시장,상설,전라남도 목포시 삼일로 13번길 18-2,상설,전남 목포시 남교동 88번지,92,온누리상품권,Y,Y,1976,2015-12-31
청호시장,상설,전라남도 목포시 석현로 28번길,상설,전남 목포시 석현동 1171번지,167,온누리상품권,Y,Y,2007,2015-12-31
항동시장,상설,전라남도 목포시 수강로 12번길 20,상설,전남 목포시 수강동1가 1번지 외,126,온누리상품권,Y,Y,2007,2015-12-31
신중앙시장,상설,전라남도 목포시 신정동 1732,상설,전남 목포시 산정동 1732번지,82,온누리상품권,Y,Y,2009,2015-12-31
동부시장(목포),상설,전라남도 목포시 영산로 257번길 15,상설,전남 목포시 용당동 1052번지,303,온누리상품권,Y,Y,2005,2015-12-31
자유시장,상설,전라남도 목포시 자유로 122,상설,전남 목포시 산정동 1383번지,199,온누리상품권,Y,Y,1999,2015-12-31
망운전통시장,정기,전라남도 무안군 망운면 조산길 2,5일,전남 무안군 망운면 목동리 595-5번지,62,,Y,Y,,2015-12-31
무안전통시장,상설+정기,전라남도 무안군 무안읍 불무로 23,5일,전남 무안군 무안읍 성남리 813-2번지,50,,Y,Y,2005,2015-12-31
일로전통시장,상설+정기,전라남도 무안군 일로읍 시장길 1,5일,전남 무안군 일로읍 월암리 111-9번지,124,온누리상품권,Y,Y,2001,2015-12-31
예당5일시장,정기,전라남도 보성군 득량면 예당길 165,5일,전남 보성군 득량면 예당리 466,47,,Y,Y,,2015-12-31
벌교5일시장,정기,전라남도 보성군 벌교읍 시장1길 10,5일,전남 보성군 벌교읍 시장1길 15번지,79,온누리상품권,Y,Y,2004,2015-12-31
벌교매일시장,상설,전라남도 보성군 벌교읍 시장2길 10-1,상설,전남 보성군 벌교읍 벌교리 887-22,87,온누리상품권,Y,Y,2013,2015-12-31
"녹차골보성향토시장(구,보성읍5일시장)",정기,전라남도 보성군 보성읍 봉화로 53,5일,전남 보성군 보성읍 현충로 42번지,86,온누리상품권,Y,Y,2013,2015-12-31
보성매일시장,상설,전라남도 보성군 보성읍 신흥길 9,상설,전남 보성군 보성읍 신흥길 9번지,32,온누리상품권,Y,N,2009,2015-12-31
복내5일시장,정기,전라남도 보성군 복내면 송재로 1838,5일,전남 보성군 복내면 송채로 1838-12번지,22,,Y,N,2013,2015-12-31
조성5일시장,정기,전라남도 보성군 조성면 조성로 90,5일,전남 보성군 조성면 조성로 90-5번지,25,,Y,Y,,2015-12-31
회천5일시장,정기,전라남도 보성군 회천면 시장길 20-4,5일,전남 보성군 회천면 회현리 20번지,15,,Y,N,,2015-12-31
괴목시장,정기,전라남도 순천시 괴목길 27,5일,전남 순천시 황전면 괴목길 27,24,온누리상품권,Y,Y,,2015-12-31
중앙시장,상설,전라남도 순천시 남내동,상설,전남 순천시 중앙시장길 18,33,온누리상품권,Y,Y,1980,2015-12-31
웃장,상설+정기,전라남도 순천시 북문길 40,5일,전남 순천시 북문길 40,86,온누리상품권,Y,Y,1975,2015-12-31
승주시장,정기,전라남도 순천시 승주읍 승주 시장길,5일,전남 순천시 승주읍 서평리 43,28,,Y,N,,2015-12-31
역전시장,상설,전라남도 순천시 역전장길 9,상설,전남 순천시 역전장길 9,168,온누리상품권,Y,Y,1979,2015-12-31
아랫장,정기,전라남도 순천시 장평로 60,5일,전남 순천시 장평로 60,206,온누리상품권,Y,Y,1977,2015-12-31
주암시장,정기,전라남도 순천시 주암면 주암호길 4,5일,전남 순천시 주암면 주암호길 7,57,,Y,Y,1964,2015-12-31
지도시장,정기,전라남도 신안군 지도읍 읍내길 10-6,5일,전남 신안군 지도읍 읍내리 168-5번지,106,,Y,N,1999,2015-12-31
여수수산시장,상설,전라남도 여수시 교동 680,상설,전남 여수시 교동 680번지 ,131,온누리상품권,Y,N,2006,2015-12-31
교동시장,상설,전라남도 여수시 교동시장1길 15-10,상설,전남 여수시 교동 606-1,59,온누리상품권,Y,N,1965,2015-12-31
여수수산물특화시장,상설,전라남도 여수시 남산로 60-31,상설,전남 여수시 남산동 4번지 ,113,온누리상품권,Y,Y,2014,2015-12-31
봉산시장,상설,전라남도 여수시 봉산1로 12,상설,전남 여수시 봉산동 274-4번지 ,41,,Y,Y,1985,2015-12-31
여수서시장주변시장,상설+정기,전라남도 여수시 서교2길 2-7,5일,전남 여수시 서교동 534-23번지,242,온누리상품권,Y,N,2002,2015-12-31
덕양시장,상설,전라남도 여수시 소라면 덕양리,상설,전남 여수시 소라면 덕양리 1270-1번지,16,,Y,Y,2005,2015-12-31
해안로건어물상가시장,상설,전라남도 여수시 이순신광장로49,상설,전남 여수시 교동 487 ,35,온누리상품권,Y,Y,2011,2015-12-31
서시장,상설,전라남도 여수시 좌수영로 16-6,상설,전남 여수시 서교동 280번지,155,온누리상품권,Y,Y,2002,2015-12-31
중앙시장,상설,전라남도 여수시 중앙로 43,상설,전남 여수시 교동 400-1번지 ,181,온누리상품권,Y,Y,2013,2015-12-31
선어시장,상설,전라남도 여수시 중앙로 90,상설,전남 여수시 중앙동 362-1,36,온누리상품권,Y,N,1945,2015-12-31
동시장,상설,전라남도 여수시 하멜로 9-14,상설,전남 여수시 관문동 251-4번지,28,,Y,Y,,2015-12-31
쌍봉시장,상설,전라남도 여수시 학동 35-3,상설,전남 여수시 학동 35-3번지,22,온누리상품권,Y,Y,2000,2015-12-31
진남시장,상설,전라남도 여수시 학동1길 10,상설,전남 여수시 학동 35-1번지,85,온누리상품권,Y,Y,2000,2015-12-31
제일시장,상설,전라남도 여수시 학동2길 7-4,상설,전남 여수시 학동 35-2번지,96,온누리상품권,Y,Y,1994,2015-12-31
도깨비시장,상설,전라남도 여수시 학동서5길 18,상설,전남 여수시 학동 58-7,54,온누리상품권,Y,Y,1988,2015-12-31
영광고추특화시장,정기,전라남도 영광군 영광읍 신남로,5일,전남 영광군 영광읍 신하리 324-3,40,온누리상품권,Y,Y,1993,2015-12-31
영광터미널시장,상설+정기,전라남도 영광군 영광읍 신남로,5일,전남 영광군 영광읍 남천리 321,83,온누리상품권,Y,Y,2001,2015-12-31
영광매일시장,상설,전라남도 영광군 영광읍 중앙로 3길,상설,전남 영광군 영광읍 도동리 253,79,온누리상품권,Y,Y,2007,2015-12-31
구림5일시장,정기,전라남도 영암군 군서면 도갑사로 19-3,5일,전남 영암군 군서면 도갑사로 19-3,11,온누리상품권,Y,Y,,2015-12-31
시종시장,정기,전라남도 영암군 시종면 내동중앙로 26-23,5일,전남 영암군 시종면 만수리 936-1,39,온누리상품권,Y,Y,1987,2015-12-31
신북5일시장,정기,전라남도 영암군 신북면 황금동로 74,5일,전남 영암군 월평리 126-3,21,,Y,Y,,2015-12-31
영암읍5일시장,정기,전라남도 영암군 영암읍 오일시장길 28,5일,전남 영암군 영암읍 동무리 33-1,37,온누리상품권,Y,Y,2000,2015-12-31
독천5일시장,정기,전라남도 영암군 학산면 독천1길 5,5일,전남 영암군 학산면 독천리 1237-22,29,온누리상품권,Y,Y,,2015-12-31
노화읍5일시장,정기,전라남도 완도군 노화읍 이목길 62,5일,전남 완도군 노화읍 이포리 678-17,22,,N,Y,2015,2015-12-31
완도종합시장,상설,전라남도 완도군 완도읍 군내리 1249,상설,전남 완도군 완도읍 군내리 1249,7,,Y,N,,2015-12-31
완도읍5일시장,정기,전라남도 완도군 완도읍 군내리 1249-2,5일,전남 완도군 완도읍 군내리 1249,4,온누리상품권,Y,N,2010,2015-12-31
완도중앙시장,상설,전라남도 완도군 완도읍 장보고대로 282-1,상설,전남 완도군 완도읍 군내리 1424,49,온누리상품권,Y,Y,1992,2015-12-31
사거리시장,정기,전라남도 장성군 북이면 사거리 699,5일,전남 장성군 북이읍 사거리 699,37,온누리상품권,Y,N,2010,2015-12-31
사창시장,정기,전라남도 장성군 삼계면 사창로 482,5일,전남 장성군 삼계면 사창리 482-44,31,,Y,Y,,2015-12-31
황룡시장,정기,전라남도 장성군 장성읍 월평리,5일,전남 장성군 황룡면 월평리 151-1,171,온누리상품권,Y,Y,2009,2015-12-31
천관산관광시장,정기,전라남도 장흥군 관산읍 칠관로 1559-4,5일,전남 장흥군 관산읍 옥당리 489-1,45,온누리상품권,Y,Y,2013,2015-12-31
"대덕읍전통시장(구,대덕시장)",상설+정기,전라남도 장흥군 대덕거점2길 21-1,5일,전남 장흥군 대덕읍 거정2길 21-1,23,온누리상품권,Y,Y,2013,2015-12-31
장평시장,정기,전라남도 장흥군 장평면 장택길7,5일,전남 장흥군 장평면 양촌리 194-1,16,,Y,N,2013,2015-12-31
정남진장흥토요시장,상설+정기,전라남도 장흥군 장흥읍 토요시장 3길 15,5일,전남 장흥군 장흥읍 예양리 158-1,130,온누리상품권,Y,Y,2005,2015-12-31
회진시장,정기,전라남도 장흥군 회진면 회진 중앙길 9-13,5일,전남 장흥군 회진면 회진리 2138-12,9,,Y,Y,,2015-12-31
진도읍조금시장,정기,전라남도 진도군 조금시장길 27,5일,전남 진도군 진도읍 고성리 301,72,,Y,Y,2013,2015-12-31
진도상설시장,상설,전라남도 진도군 진도읍 남동리 490-5번지,상설,전남 진도군 진도읍 남동리 490-3,21,온누리상품권,Y,Y,2008,2015-12-31
임회면십일시장,정기,전라남도 진도군 진도읍 임희면 석교리 245-1,6일,전남 진도군 임회면 석교 245-1,23,,Y,Y,,2015-12-31
나산시장,정기,전라남도 함평군 나산면 삼축리,5일,전남 함평군 나산면 삼축리 344번지 외4필지,15,온누리상품권,Y,Y,2000,2015-12-31
월야시장,정기,전라남도 함평군 월야면 월야리,5일,전남 함평군 월야면 월야리 713-69,17,온누리상품권,Y,Y,2009,2015-12-31
함평시장,정기,전라남도 함평군 함평읍 시장길,5일,전남 함평군 함평읍 기각리 982번지 외 2필지,86,온누리상품권,Y,Y,2006,2015-12-31
해보시장,정기,전라남도 함평군 해보면 문장리,5일,전남 함평군 해보면 금덕리 409-3번지 외 6필지,28,온누리상품권,Y,Y,2000,2015-12-31
우수영5일시장,정기,전라남도 해남군 문내면 우수영로 (동외리 919-17),5일,전남 해남군 문내면 동외리 919-17,14,,Y,Y,2013,2015-12-31
좌일5일시장,정기,전라남도 해남군 북일면 만월길,5일,전남 해남군 북일면 흥촌리 161,33,,Y,Y,2012,2015-12-31
북평면남창5일시장,정기,전라남도 해남군 북평면 달량진길,5일,전남 해남군 북평면 남창리 1279-1,110,온누리상품권,Y,Y,2013,2015-12-31
해남읍5일시장,정기,전라남도 해남군 해남읍 중앙2로 100-2,5일,전남 해남군 해남읍 고도리 106-4,157,온누리상품권,Y,Y,2013,2015-12-31
해남매일시장,상설,전라남도 해남군 해남읍 천변2길 15,상설,전남 해남군 해남읍 읍내리 50,16,온누리상품권,Y,Y,2013,2015-12-31
남리5일시장,정기,전라남도 해남군 황산면 시등로 남리리 7,5일,전남 해남군 황산면 남리리 7번지,10,,Y,Y,2006,2015-12-31
남면전통시장,정기,전라남도 화순군 남면 사평길 32,5일,전남 화순군 남면 사평리 1049-90,43,,Y,Y,,2015-12-31
능주전통시장,정기,전라남도 화순군 능주면 관동길 7,5일,전남 화순군 능주면 관영리 94-8,88,온누리상품권,Y,Y,2006,2015-12-31
동복전통시장,정기,전라남도 화순군 동복면 동복 시장길 20-1,5일,전남 화순군 동북면 천변리 95,0,,Y,Y,,2015-12-31
이양전통시장,정기,전라남도 화순군 이양면 이양로 29-7,5일,전남 화순군 이양면 이양리 299-2,12,,Y,Y,,2015-12-31
화순전통시장,정기,전라남도 화순군 화순읍 시장길 44,5일,전남 화순군 화순읍 삼천리 621,76,온누리상품권,Y,Y,2005,2015-12-31
고창전통시장,상설+정기,전라북도 고창군 고창읍 시장안길 29,5일,전북 고창군 고창읍 읍내리 366,60,온누리상품권,Y,Y,1970,2015-12-31
대산시장,정기,전라북도 고창군 대산면 공음대산로,5일,전북 고창군 대산면 매산리 200-13,16,온누리상품권,Y,Y,1980,2015-12-31
무장시장,정기,전라북도 고창군 무장면 왕제산로,5일,전북 고창군 무장면 무장리 85-1번지외 2필지,19,,Y,Y,1993,2015-12-31
상하시장,정기,전라북도 고창군 상하면 상하로63,5일,전북 고창군 상하면 하장리 936-4외 3필지,24,,Y,Y,1997,2015-12-31
해리시장,정기,전라북도 고창군 해리면 중앙로 56-6,5일,전북 고창군 해리면 하련리 129-1,28,온누리상품권,Y,N,2000,2015-12-31
흥덕시장,정기,전라북도 고창군 흥덕면 흥덕리 239-1,5일,전북 고창군 흥덕면 흥덕리 239-1외 2필지,17,온누리상품권,Y,Y,1987,2015-12-31
군산주공시장,상설,전라북도 군산시 나운동 836-11,상설,전북 군산시 나운동 836-23,46,온누리상품권,Y,N,2009,2015-12-31
군산수산물종합센터,상설,전라북도 군산시 내항2길 216,상설,전북 군산시 해망동 1011-21,133,온누리상품권,Y,Y,2003,2015-12-31
역전종합시장,상설,전라북도 군산시 대명3길,상설,전북 군산시 대명동 138,95,온누리상품권,Y,Y,1992,2015-12-31
대야재래시장(5일장),정기,전라북도 군산시 대야면 대야시장로 8,5일,전북 군산시 대야면 산월리 384-2,46,온누리상품권,Y,Y,1975,2015-12-31
신영시장,상설,전라북도 군산시 동신영길 56,상설,전북 군산시 신영동 19-5,185,온누리상품권,Y,Y,1993,2015-12-31
문화시장,상설,전라북도 군산시 문화1길 22,상설,전북 군산시 문화동 917-16,36,,Y,Y,2006,2015-12-31
군산공설시장,상설,전라북도 군산시 신금길 18(신영동),상설,전북 군산시 신영동 18-1,281,온누리상품권,Y,Y,1990,2015-12-31
명산시장,상설,전라북도 군산시 월명로 470,상설,전북 군산시 명산동 21-2,90,온누리상품권,Y,Y,1950,2015-12-31
원평공설시장(김제원평시장),상설+정기,전라북도 김제시 금산면 원평6길 7-17,5일,전북 김제시 금산면 원평리 91,24,,Y,Y,1965,2015-12-31
금만시장,상설,전라북도 김제시 동서7길 23(요촌동),상설,전북 김제시 요촌동 194-7,96,온누리상품권,Y,N,2009,2015-12-31
김제전통시장,상설+정기,전라북도 김제시 사정거리1길 20,5일,전북 김제시 요촌동 416-1,61,온누리상품권,Y,Y,1992,2015-12-31
역전시장,상설,전라북도 김제시 중앙로 288,상설,전북 김제시 신풍동 40-2,56,,Y,Y,2000,2015-12-31
남원용남시장,상설+정기,전라북도 남원시 동헌길10(하정동),5일,전북 남원시 하정동 138,129,온누리상품권,Y,Y,1970,2015-12-31
남원공설시장,상설+정기,전라북도 남원시 의총로51,5일,전북 남원시 금동 262-1,136,온누리상품권,Y,Y,2006,2015-12-31
남원인월시장,정기,전라북도 남원시 인월면 인월로 63,5일,전북 남원시 인월면 인월리 251-15,69,온누리상품권,Y,Y,2006,2015-12-31
무주시장(반딧불장터),정기,전라북도 무주군 무주읍 장터로 2,5일,전북 무주군 무주읍 장터로 2,45,온누리상품권,Y,Y,1990,2015-12-31
무풍시장(대덕산장터),상설+정기,전라북도 무주군 무풍면 현내로 21,5일,전북 무주군 무풍면 현내로 213,10,온누리상품권,Y,Y,1992,2015-12-31
설천시장(삼도봉장터),상설+정기,전라북도 무주군 설천면 삼도봉로11,5일,전북 무주군 설천면 소천리 904-25,12,온누리상품권,Y,Y,2000,2015-12-31
안성시장(덕유산장터),상설+정기,전라북도 무주군 안성면 칠연로 37,5일,전북 무주군 안성면 장기리 1511-6,28,온누리상품권,Y,Y,1995,2015-12-31
부안상설시장,상설,전라북도 부안군 부안읍 서외리 시장길 10-14,상설,전북 부안군 부안읍 서외리 21,166,온누리상품권,Y,Y,1996,2015-12-31
줄포시장,상설,전라북도 부안군 줄포면 부안로 865,상설,전북 부안군 줄포면 줄포리 78-3,34,,Y,Y,1999,2015-12-31
동계시장,정기,전라북도 순창군 동계면 현포리 620-1,5일,전북 순창군 동계면 현포리 620-1,16,,Y,Y,,2015-12-31
복흥시장,정기,전라북도 순창군 복흥면 정산리 282-1,5일,전북 순창군 복흥면 정산리 282-1,12,,Y,N,,2015-12-31
순창시장,정기,전라북도 순창군 순창읍 남계리 800,5일,전북 순창군 순창읍 남계리 800,83,온누리상품권,Y,Y,1990,2015-12-31
고산시장,상설+정기,전라북도 완주군 고산면 남봉로 134,5일,전북 완주군 고산면 읍내리 608-25,33,온누리상품권,Y,Y,2013,2015-12-31
봉동시장,상설+정기,전라북도 완주군 봉동읍 장기리 134-5,5일,전북 완주군 봉동읍 장기리 217-13,46,온누리상품권,Y,Y,2002,2015-12-31
삼례시장,정기,전라북도 완주군 삼례읍 남서신길 17-7,5일,전북 완주군 삼례읍 삼례리 923-8,72,온누리상품권,Y,N,1962,2015-12-31
익산금마시장,상설+정기,전라북도 익산시 금마면 금마4길 7,5일,전북 익산시 금마면 동고도리 696-1,20,온누리상품권,Y,Y,2000,2015-12-31
"익산장(구,익산북부장)",상설+정기,전라북도 익산시 남중동 33-30,5일,전북 익산시 남중동 34-6,90,온누리상품권,Y,N,1980,2015-12-31
익산신동시장,상설,전라북도 익산시 무왕로 6길 31,상설,전북 익산시 신동 808-1,58,,Y,Y,1994,2015-12-31
북부시장,상설+정기,전라북도 익산시 인북로 259,5일,전북 익산시 남중동 35-4,113,온누리상품권,Y,Y,1974,2015-12-31
익산 구시장,상설,전라북도 익산시 인북로 8길 24-1(인화동1가),상설,전북 익산시 인화동 1가 129-4,109,온누리상품권,N,N,2014,2015-12-31
서동시장,상설,전라북도 익산시 중앙로 3길 39-1,상설,전북 익산시 창인동 1가 114-27,71,온누리상품권,Y,Y,1973,2015-12-31
중앙시장,상설,전라북도 익산시 창인동1가 137-1,상설,전북 익산시 창인동 1가 137-1,178,온누리상품권,Y,Y,2005,2015-12-31
매일시장,상설,전라북도 익산시 창인동1가 88-5,상설,전북 익산시 창인동 1가 88-5,70,온누리상품권,Y,Y,2005,2015-12-31
익산남부시장,상설,전라북도 익산시 평동로 11길 12,상설,전북 익산시 인화2가동 7,53,온누리상품권,Y,Y,2008,2015-12-31
함열시장,상설+정기,전라북도 익산시 함열2길-8,5일,전북 익산시 함열읍 와리 544-34,19,온누리상품권,Y,Y,2004,2015-12-31
황등시장,상설+정기,전라북도 익산시 황등면 황등7길,5일,전북 익산시 황등면 황등리 588-2,60,온누리상품권,Y,Y,2014,2015-12-31
강진시장,정기,전라북도 임실군 강진면 호국로 32-35,5일,전북 임실군 강진면 갈담리 381,32,,Y,Y,,2015-12-31
관촌시장,정기,전라북도 임실군 관촌면 사선1길 70-3,5일,전북 임실군 관촌면 관촌리 586,39,온누리상품권,Y,Y,2006,2015-12-31
오수시장,상설+정기,전라북도 임실군 오수면 오수로 159,5일,전북 임실군 오수면 오수리 351-1,17,온누리상품권,Y,Y,1980,2015-12-31
임실시장,정기,전라북도 임실군 임실읍 운수로 26,5일,전북 임실군 임실읍 이도리 233-1,61,온누리상품권,Y,Y,2008,2015-12-31
산서시장,상설+정기,전라북도 장수군 산서면 보산로 1864-11,5일,전북 장수군 산서면 동화리 839-73,39,,Y,Y,1965,2015-12-31
장계시장,정기,전라북도 장수군 장계면 시장천변로 26,5일,전북 장수군 장계면 장계리 464-1,37,,Y,Y,1994,2015-12-31
장수시장,정기,전라북도 장수군 장수읍 시장로17,5일,전북 장수군 장수읍 시장로 11,22,온누리상품권,Y,Y,1987,2015-12-31
전주모래내시장,상설,전라북도 전주시 덕진구 모래내4길 8-8,상설,전북 전주시 인후동2가 203-10,213,온누리상품권,Y,Y,1970,2015-12-31
전주동부시장,상설,전라북도 전주시 완산구 경원동3가 90-13,상설,전북 전주시 경원동 경원동3가 90-13 ,104,,Y,Y,2008,2015-12-31
"전주신중앙시장(구,중앙버드나무시장)",상설,전라북도 전주시 완산구 태평5길 33,상설,전북 전주시 완산구태평동 41-5,183,온누리상품권,Y,Y,2007,2015-12-31
전주중앙시장,상설,전라북도 전주시 완산구 태평동 36-1,상설,전북 전주시 태평동 36-1,410,온누리상품권,Y,Y,1990,2015-12-31
전주남부시장,상설,전라북도 전주시 완산구 풍남문1길 19-3,상설,전북 전주시 전동3가 2-242,350,온누리상품권,Y,Y,1938,2015-12-31
신태인시장,상설+정기,전라북도 정읍시 신태인읍 신태인1길 14,5일,전북 정읍시 신태인읍 신태안리 152-8,50,온누리상품권,Y,Y,2013,2015-12-31
"정읍연지시장(구,정읍제2시장)",상설,전라북도 정읍시 연지시장3길,상설,전북 정읍시 연지동 31-1,66,온누리상품권,Y,Y,1978,2015-12-31
샘고을시장,상설+정기,전라북도 정읍시 태평 6길 25,5일,전북 정읍시 시기동 409,421,온누리상품권,Y,Y,2006,2015-12-31
진안시장,상설+정기,전라북도 진안군 진안읍 시장1길 16,5일,전북 진안군 진안읍 406-7,50,온누리상품권,Y,Y,2009,2015-12-31
대정오일시장,정기,제주도 서귀포시 대정읍 하모리 1089-15,5일,제주 서귀포시 대정읍 하설리 1089-15번지,222,온누리상품권,Y,Y,,2015-12-31
모슬포중앙시장,상설,제주도 서귀포시 대정읍 하오리 822-1,상설,제주 서귀포시 대정읍 하모리 872-7번지,63,온누리상품권,Y,Y,2011,2015-12-31
서귀포향토오일시장,정기,제주도 서귀포시 동홍동35,5일,제주 서귀포시 동홍동 744-3번지,523,온누리상품권,Y,Y,2005,2015-12-31
서귀포매일올레시장,상설,제주도 서귀포시 서귀동 277-1,상설,제주 서귀포시 서귀동 277-1번지,187,온누리상품권,Y,Y,2011,2015-12-31
고성오일시장,정기,제주도 서귀포시 성산읍 고성리 1180-34,5일,제주 서귀포시 성산읍 고성리 1180-4,69,온누리상품권,Y,Y,,2015-12-31
성산오일시장,정기,제주도 서귀포시 성산읍 성산리 181-6,5일,제주 서귀포시 성산읍 성산리 181-6번지,6,온누리상품권,Y,N,,2015-12-31
중문오일시장,정기,제주도 서귀포시 중문동 2123-1,5일,제주 서귀포시 중문동 2123-1번지,69,온누리상품권,Y,N,,2015-12-31
표선오일시장,정기,제주도 서귀포시 표선읍 표선리 1001-1,5일,제주 서귀포시 표선면 표선리 1001-1번지,63,온누리상품권,Y,Y,,2015-12-31
세화민속오일시장,정기,제주도 제주시 구좌읍 세화리 1500,5일,제주 제주시 구좌읍 세화리 1500-5번지,180,온누리상품권,Y,Y,2014,2015-12-31
도남시장,상설,제주도 제주시 도낭동 923-13,상설,제주 제주시 도남동 923-13번지,65,온누리상품권,Y,Y,2009,2015-12-31
제주시민속오일시장,정기,제주도 제주시 도두1동 1212,5일,제주 제주시 도두1동 1204-1번지,1120,온누리상품권,Y,Y,2013,2015-12-31
보성시장,상설,제주도 제주시 동광로 1길 32,상설,제주 제주시 이도일동 1289-5번지,74,온누리상품권,Y,Y,2005,2015-12-31
동문시장(주),상설,제주도 제주시 동문로 16,상설,제주 제주시 일도일동 1148-2번지,78,온누리상품권,Y,N,2009,2015-12-31
탑동유니코상가,상설,제주도 제주시 삼도2동1259,상설,제주 제주시 삼도2동 1259번지,61,온누리상품권,Y,Y,2008,2015-12-31
제주시서문공설시장,상설,제주도 제주시 서문로4길 13-2,상설,제주 제주시 용담1동 135-9번지,82,온누리상품권,Y,Y,2005,2015-12-31
제주시동문재래시장,상설,제주도 제주시 이도일동 1141-1,상설,제주 제주시 이도일동 1431-2번지,370,온누리상품권,Y,N,2011,2015-12-31
제주동문수산시장,상설,제주도 제주시 이도일동 1349-22,상설,제주 제주시 이도일동 1349-22번지,110,온누리상품권,Y,Y,2013,2015-12-31
제주시동문공설시장,상설,제주도 제주시 일도 일동 1103,상설,제주 제주시 일도일동 1103번지,164,온누리상품권,Y,Y,1954,2015-12-31
칠성로상가,상설,제주도 제주시 일도 일동 1463,상설,제주 제주시 일도일동 1476-20번지,235,온누리상품권,Y,Y,2004,2015-12-31
신산시장,상설,제주도 제주시 일도2동 377-11,상설,제주 제주시 일도2동 377-11번지,36,온누리상품권,Y,Y,1992,2015-12-31
함덕오일시장,정기,제주도 제주시 조천읍 함덕리 972-7,5일,제주 제주시 조천읍 함덕리 972-7번지,66,온누리상품권,Y,Y,2014,2015-12-31
중앙로상점가,상설,제주도 제주시 중앙로 85,상설,제주 제주시 이도일동 1460번지,120,온누리상품권,Y,Y,2007,2015-12-31
화북종합시장,상설,제주도 제주시 청풍길 14,상설,제주 제주시 화북1동 1947번지,25,온누리상품권,Y,Y,,2015-12-31
제주시한림민속오일시장,정기,제주도 제주시 한림읍 대림리 1968-4,5일,제주 제주시 한림읍 대림리 1968-4,127,온누리상품권,Y,Y,2007,2015-12-31
한림매일시장,상설,제주도 제주시 한림읍 한림로 681,상설,제주 제주시 한림읍 한림리 1315-7번지,66,온누리상품권,Y,N,2007,2015-12-31
산성시장활성화구역,상설,충청남도 공주시 국고개길20,상설,충남 공주시 중동 279번지,474,온누리상품권,N,Y,2007,2015-12-31
공주산성시장,상설+정기,충청남도 공주시 용당길 12,5일,충남 공주시 산성동 190-1번지,650,온누리상품권,Y,Y,2010,2015-12-31
유구시장,상설+정기,충청남도 공주시 유구읍 시장길 25-1 길,5일,충남 공주시 유구읍 석남리 276번지,81,,Y,Y,2014,2015-12-31
금산시장,상설,충청남도 금산군 금산군읍 금산천길98,상설,충남 금산군 금산읍 하옥리 335-1,281,온누리상품권,Y,Y,1981,2015-12-31
금산약초시장,상설+정기,충청남도 금산군 금산읍 비단로 144,5일,충남 금산군 금산읍 비단로 144번지,33,온누리상품권,Y,Y,1992,2015-12-31
중부프라자,상설,충청남도 금산군 금산읍 비범로 19,상설,충남 금산군 금산읍 비범로 19번지,24,온누리상품권,Y,Y,1989,2015-12-31
금산인삼쇼핑센타,상설+정기,충청남도 금산군 금산읍 인삼광장 47,5일,충남 금산군 금산읍 인삼광장로 47번지,53,온누리상품권,Y,Y,2010,2015-12-31
금산국제인삼시장(금산인삼국제시장),상설+정기,충청남도 금산군 금산읍 인삼약초로 45,5일,충남 금산군 금산읍 인삼약초로 45번지,198,온누리상품권,Y,Y,2012,2015-12-31
금산인삼전통시장,상설,충청남도 금산군 금산읍 인삼전1길 20-12,상설,충남 금산군 금산읍 건삼전1길 20-12번지,61,,N,Y,,2015-12-31
금산수삼센타,상설+정기,충청남도 금산군 금산읍 중도리 24번지,5일,충남 금산군 금산읍 인삼약초로 24번지,355,온누리상품권,Y,Y,1988,2015-12-31
마전시장,정기,충청남도 금산군 추부면 마전로 39,5일,충남 금산군 추부면 마전리 417-4 ,3,,Y,N,,2015-12-31
강경젓갈시장,상설,충청남도 논산시 강경읍 금백로 45,상설,충남 논산시 강경읍 황산리 198번지,141,온누리상품권,Y,N,2007,2015-12-31
강경대흥시장,상설+정기,충청남도 논산시 강경읍 대흥로 23-1,5일,충남 논산시 강경읍 대흥리 48-32번지,108,온누리상품권,Y,Y,2008,2015-12-31
화지중앙시장,상설+정기,충청남도 논산시 대화로 78,5일,충남 논산시 대교동 321-56번지,333,온누리상품권,Y,Y,2005,2015-12-31
연무안심시장,상설+정기,충청남도 논산시 연무읍 연무로 178번길 9,5일,충남 논산시 연무읍 안심리 14-2번지,86,온누리상품권,Y,Y,2012,2015-12-31
연산전통시장,상설+정기,충청남도 논산시 연산4길 10-4,5일,충남 논산시 연산면 연산리 392-8번지,62,,Y,Y,2012,2015-12-31
당진시장,상설+정기,충청남도 당진시 당진시장길 101-1,5일,충남 당진시 읍내동 145-12,214,온누리상품권,Y,Y,2006,2015-12-31
신평시장,상설+정기,충청남도 당진시 신평로 182-31,5일,충남 당진시 신평면 금천리 385-2,56,온누리상품권,Y,N,1980,2015-12-31
합덕전통시장,상설+정기,충청남도 당진시 합덕읍 버그내2길 128-25,5일,충남 당진시 합덕읍 운산리 255-12,34,온누리상품권,Y,Y,2011,2015-12-31
