시장명,시장유형,소재지도로명주소,시장개설주기,소재지지번주소,점포수,사용가능상품권,공중화장실 보유여부,주차장 보유여부,개설년도,데이터기준일자
화원시장,상설+정기,대구광역시 달성군 화원읍 버슬로 512길 58-5,5일,대구 달성군 화원읍 천내리892-1,37,온누리상품권,Y,Y,2010,2015-12-31
송라시장,상설,대구광역시 동구 동부로 5길,상설,대구 동구 신천1.2동 537-13,80,온누리상품권,Y,N,2005,2015-12-31
방촌시장,상설,대구광역시 동구 방촌동 1067-2,상설,대구 동구 방촌동 1067-2,58,온누리상품권,Y,Y,2007,2015-12-31
현대시장,상설,대구광역시 동구 방촌동 902-7,상설,대구 동구 방촌동 902-7,63,,Y,N,,2015-12-31
불로전통시장,상설+정기,대구광역시 동구 불로동 449-1,5일,대구 동구 불로동 449-1,132,온누리상품권,Y,N,2007,2015-12-31
반야월종합시장,상설,대구광역시 동구 신기동 174-4,상설,대구 동구 신기동 174-1,193,온누리상품권,Y,N,1990,2015-12-31
목련시장,상설,대구광역시 동구 신기동 271-2,상설,대구 동구 신기동 271-2,75,온누리상품권,Y,N,2006,2015-12-31
평화시장,상설,대구광역시 동구 신암1동 597-1,상설,대구 동구 신암1동 597-1,62,온누리상품권,Y,N,,2015-12-31
동서시장,상설,대구광역시 동구 신암5동 95-15,상설,대구 동구 신암5동 96-161,112,온누리상품권,Y,N,1970,2015-12-31
성동시장,상설,대구광역시 동구 신암동 327-1,상설,대구 동구 신암동 327-1,15,온누리상품권,Y,Y,,2015-12-31
동대구역전시장,상설,대구광역시 동구 신천3동 278,상설,대구 동구 신천3동 278,23,온누리상품권,Y,N,1995,2015-12-31
신암시장,상설,대구광역시 동구 아양로 8길 11,상설,대구 동구 신암동 211,26,온누리상품권,Y,Y,,2015-12-31
공항시장,상설,대구광역시 동구 지저동 694-42,상설,대구 동구 지저동 694-42,52,온누리상품권,Y,N,2008,2015-12-31
효목시장,상설,대구광역시 동구 효목1동 139-5,상설,대구 동구 효목1동 139-5,18,온누리상품권,Y,Y,2007,2015-12-31
동구시장,상설,대구광역시 동구 효목2동 533,상설,대구 동구 효목2동 533,110,온누리상품권,Y,N,2005,2015-12-31
효신시장,상설,대구광역시 동구 효신로 5길 40(신천동),상설,대구 동구 신천4동 415-1,40,온누리상품권,Y,Y,2010,2015-12-31
복현전통신시장,상설,대구광역시 북구 경지로 78,상설,대구 북구 복현동 493-9,53,,Y,N,2011,2015-12-31
복현종합시장,상설,대구광역시 북구 경진로1길 78,상설,대구 북구 복현동 462,180,,Y,Y,,2015-12-31
관음시장,상설,대구광역시 북구 관음중앙로 28길 1,상설,대구 북구 관음동 1284,44,온누리상품권,Y,N,2007,2015-12-31
팔달신시장,상설,대구광역시 북구 노원3가750,상설,대구 북구 노원3가 876,661,온누리상품권,Y,Y,2005,2015-12-31
산격종합시장,상설,대구광역시 북구 대동로 1길 34,상설,대구 북구 산격동 1258,203,,Y,N,,2015-12-31
동대구시장,상설,대구광역시 북구 대현동 20길 30,상설,대구 북구 대현동 390,79,온누리상품권,Y,Y,1969,2015-12-31
동대구신시장,상설,대구광역시 북구 대현동 390번지 일원,상설,대구 북구 대현동 272,120,온누리상품권,N,Y,2009,2015-12-31
칠곡시장,상설+정기,대구광역시 북구 칠곡 중앙대로 526,5일,대구 북구 읍내동 1201-1 ,76,온누리상품권,Y,Y,2014,2015-12-31
대성시장,상설,대구광역시 북구 칠성2가 302-95,상설,대구 북구 칠성 302-95,26,온누리상품권,Y,Y,,2015-12-31
대구능금시장,상설,대구광역시 북구 칠성남로 197-15,상설,대구 북구 칠성1가 250-1,143,온누리상품권,Y,N,2008,2015-12-31
칠성시장,상설,대구광역시 북구 칠성남로 227,상설,대구 북구 칠성1가 276-165,328,온누리상품권,Y,N,1974,2015-12-31
칠성진시장,상설,대구광역시 북구 칠성시장로 19,상설,대구 북구 칠성동1가  96-2,122,온누리상품권,Y,N,2012,2015-12-31
대구청과시장,상설,대구광역시 북구 칠성시장로 34,상설,대구 북구 칠성1가 276-102,94,온누리상품권,Y,N,2013,2015-12-31
삼성시장,상설,대구광역시 북구 칠성시장로 42,상설,대구 북구 칠성1가 276-108,76,온누리상품권,Y,N,2010,2015-12-31
경명시장,상설,대구광역시 북구 칠성시장로 5길 22,상설,대구 북구 칠성동 89,48,온누리상품권,Y,N,2012,2015-12-31
칠성원시장,상설,대구광역시 북구 칠성시장로 5길 22,상설,대구 북구 칠성1가 81,139,온누리상품권,Y,N,2006,2015-12-31
구암시장,상설,대구광역시 북구 태암남로 11길 18,상설,대구 북구 구암동 693,63,온누리상품권,Y,N,2010,2015-12-31
중앙시장,상설,대구광역시 북구 태전로 15,상설,대구 북구 태전동 156-1,30,온누리상품권,Y,Y,1997,2015-12-31
팔달시장,상설,대구광역시 북구 팔달로 37길 11,상설,대구 북구 노원2가 375,128,,Y,N,,2015-12-31
서변중앙시장,상설+정기,대구광역시 북구 호국로 43길 27,5일,대구 북구 서변동 1751,67,온누리상품권,Y,N,2009,2015-12-31
중리시장,상설,대구광역시 서구 국채보상로 31길,상설,대구 서구 평리동 1538-3,134,온누리상품권,Y,N,2012,2015-12-31
신평리시장,상설,대구광역시 서구 국채보상로 52길 33,상설,대구 서구 평리동 1205,126,온누리상품권,Y,N,2013,2015-12-31
서부시장,상설,대구광역시 서구 달서로 26길 7-2,상설,대구 서구 비산동 434,461,온누리상품권,Y,N,1970,2015-12-31
새길시장,상설,대구광역시 서구 달서로 4길 17-7,상설,대구 서구 내당동 968,61,온누리상품권,Y,N,2011,2015-12-31
원대신시장,상설,대구광역시 서구 달서로 54길 6,상설,대구 서구 원대동 1434-4,52,온누리상품권,Y,N,2006,2015-12-31
서구시장,상설,대구광역시 서구 면리동 1085-1,상설,대구 서구 평리동 1085-1,64,온누리상품권,Y,N,2011,2015-12-31
이현시장,상설,대구광역시 서구 문화로 33길 24,상설,대구 서구 평리동 606-8,46,온누리상품권,Y,N,1987,2015-12-31
대평리시장,상설,대구광역시 서구 문화로 49길 25,상설,대구 서구 평리동 676-7,76,온누리상품권,Y,N,2009,2015-12-31
중평시장,상설,대구광역시 서구 서대로길 17길 16,상설,대구 서구 평리동 1437-5,56,,Y,N,2011,2015-12-31
원고개시장,상설,대구광역시 서구 통학로 46길 48,상설,대구 서구 비산동 569-2,130,온누리상품권,Y,N,2012,2015-12-31
태백시장,상설,대구광역시 수성2가 39-4,상설,대구 수성구 수성동2가 39-4,35,온누리상품권,Y,Y,2013,2015-12-31
청구시장,상설,대구광역시 수성구 만촌동 984-1,상설,대구 수성구 만촌동 984-1,36,온누리상품권,Y,Y,2012,2015-12-31
신천시장,상설,대구광역시 수성구 범어천로 208-24,상설,대구 수성구 범어동 1004-1,110,온누리상품권,Y,N,,2015-12-31
수성현대시장,상설,대구광역시 수성구 수성1가 649-76,상설,대구 수성구 수성동1가 649-76,41,온누리상품권,Y,Y,1983,2015-12-31
동성시장,상설,대구광역시 수성구 수성2가 39-1,상설,대구 수성구 수성동2가 39-2,57,온누리상품권,Y,N,2012,2015-12-31
수성시장,상설,대구광역시 수성구 수성2가 39-3,상설,대구 수성구 수성동2가 39-4,104,온누리상품권,Y,Y,2012,2015-12-31
신매시장,상설,대구광역시 수성구 신매로 16길 24,상설,대구 수성구 신매동 576번지,242,온누리상품권,N,N,2015,2015-12-31
"지산목련시장(구,지산종합시장)",상설,대구광역시 수성구 지산동 1199-10,상설,대구 수성구 지산동 1199-10,66,온누리상품권,Y,Y,1963,2015-12-31
황금시장,상설,대구광역시 수성구 황금동 764,상설,대구 수성구 황금동 764,29,온누리상품권,Y,Y,1981,2015-12-31
중앙시장,상설,대구광역시 중구 경상감영길 101,상설,대구 중구 포정동 21-3 ,44,,Y,Y,1973,2015-12-31
교동시장활성화구역,상설,대구광역시 중구 교동길 40,상설,대구 중구 교동 67-12,828,온누리상품권,Y,N,2010,2015-12-31
동부시장,상설,대구광역시 중구 국채보상로 749,상설,대구 중구 동인동 470-2 ,83,온누리상품권,Y,N,1975,2015-12-31
보성황실시장,상설,대구광역시 중구 낙산로 13길 17,상설,대구 중구 남산4동 2466-1,23,,Y,N,1994,2015-12-31
염매시장,상설,대구광역시 중구 남성로 48(덕산동),상설,대구 중구 덕산동 38 ,104,온누리상품권,Y,N,2012,2015-12-31
방천시장,상설,대구광역시 중구 달구,상설,대구 중구 대봉동 12-37 일대 ,81,온누리상품권,Y,N,2011,2015-12-31
서문시장제1지구포목시장,상설,대구광역시 중구 대신동 큰장로 28길 10,상설,대구 중구 대신동 115-379 ,281,온누리상품권,Y,N,2005,2015-12-31
남문시장,상설,대구광역시 중구 명륜로 70,상설,대구 중구 남산동 698-22,157,온누리상품권,Y,N,2011,2015-12-31
서문시장2지구종합상가,상설,대구광역시 중구 큰장로 26길 25,상설,대구 중구 대신동 2105,953,온누리상품권,Y,Y,2015,2015-12-31
서문시장5지구,상설,대구광역시 중구 큰장로 26길 6(대신동 115-400),상설,대구 중구 대신동 115-400 ,467,온누리상품권,Y,N,1977,2015-12-31
동산상가,상설,대구광역시 중구 큰장로 26길 65(대신동),상설,대구 중구 대신동 115-30 ,726,온누리상품권,Y,Y,1977,2015-12-31
서문시장건해산물상가,상설+정기,대구광역시 중구 큰장로 26안길 5,5일,대구 중구 대신동 265-5 ,64,온누리상품권,Y,N,2005,2015-12-31
서문시장제1지구직물시장,상설,대구광역시 중구 큰장로 28길 10,상설,대구 중구 대신동 115-379 ,250,온누리상품권,Y,N,1974,2015-12-31
명품프라자상가,상설,대구광역시 중구 큰장로 28길 27,상설,대구 중구 대신동 115-112 ,141,온누리상품권,Y,Y,2006,2015-12-31
서문시장제4지구,상설,대구광역시 중구 큰장로 28길 28,상설,대구 중구 대신동 115-377 ,677,온누리상품권,Y,N,1974,2015-12-31
번개시장,상설,대구광역시 중구 태평로 177-2,상설,대구 중구 태펑로1가 1-186 ,108,온누리상품권,Y,N,2009,2015-12-31
법동시장,상설,대전광역시 대덕구 법동 199,상설,대전 대덕구 법동 199번지 일원,54,온누리상품권,Y,N,2010,2015-12-31
신탄진시장,상설+정기,대전광역시 대덕구 석봉로 37번길 46-16,5일,대전 대덕구 석봉동 417번지 일원,122,온누리상품권,Y,N,2005,2015-12-31
송촌시장,상설,대전광역시 대덕구 송촌동 476,상설,대전 대덕구 송촌동 476번지 일원,38,온누리상품권,Y,N,2005,2015-12-31
중리시장,상설,대전광역시 대덕구 중리 북로 31번길 26,상설,대전 대덕구 중리동 370번지 일원,209,온누리상품권,Y,N,2008,2015-12-31
대전도매시장,상설,대전광역시 동구 대전로 785번길 10번지,상설,대전 동구 중동 76번지,61,온누리상품권,Y,N,2012,2015-12-31
전통중앙도매상가,상설,대전광역시 동구 대전로 785번길 16(중동),상설,대전 동구 중동 76-1번지,115,온누리상품권,Y,Y,2011,2015-12-31
중앙상가시장,상설,대전광역시 동구 대전로 797번길 37,상설,대전 동구 중동 28,440,온누리상품권,Y,N,2011,2015-12-31
인동시장,상설,대전광역시 동구 대전천동로 450(인동),상설,대전 동구 인동 53-1,81,온누리상품권,Y,Y,2012,2015-12-31
가양시장,상설,대전광역시 동구 매봉로 18,상설,대전 동구 가양동 434,106,온누리상품권,Y,Y,1980,2015-12-31
용운시장,상설,대전광역시 동구 용운로 164번길 9,상설,대전 동구 용운동 351-1,45,온누리상품권,Y,Y,2007,2015-12-31
중앙메가프라자,상설,대전광역시 동구 원동 42-1,상설,대전 동구 원동 42-1,138,온누리상품권,Y,N,1974,2015-12-31
중앙종합시장,상설,대전광역시 동구 원동 65-1(동구 중교로 119),상설,대전 동구 원동 65-1번지,136,온누리상품권,Y,N,2011,2015-12-31
신중앙시장,상설,대전광역시 동구 월동 40-1,상설,대전 동구 원동 40-1,80,온누리상품권,Y,N,2009,2015-12-31
자유도매시장,상설,대전광역시 동구 중앙로 200번길 40,상설,대전 동구 원동 64-1,89,온누리상품권,Y,Y,1990,2015-12-31
중앙도매시장,상설,대전광역시 동구 중앙로 200번지,상설,대전 동구 원동 38-1,107,온누리상품권,Y,N,1964,2015-12-31
대전상가시장,상설,대전광역시 동구 충무로 185,상설,대전 동구 인동 52-1번지,101,온누리상품권,Y,N,1998,2015-12-31
신도시장,상설,대전광역시 동구 흥룡로 37번길 12,상설,대전 동구 가양동 38-5,75,온누리상품권,Y,Y,2006,2015-12-31
한민시장,상설,대전광역시 서구 가장로 94,상설,대전 서구 괴정 88-6번지,198,온누리상품권,Y,N,2014,2015-12-31
도마큰시장,상설,대전광역시 서구 도마2길 39,상설,대전 서구 도마 133-4번지,489,온누리상품권,Y,Y,2010,2015-12-31
송강시장,상설,대전광역시 유성구 구즉로 74-7,상설,대전 유성구 송강동 49-10번지,64,온누리상품권,Y,Y,2008,2015-12-31
문창전통시장,상설,대전광역시 중구 문창동 보문로 20길 22번지,상설,대전 중구 문창동 116-8번지,216,온누리상품권,Y,Y,2005,2015-12-31
유천전통시장,상설,대전광역시 중구 문화로 105번길 113,상설,대전 중구 유천동 303-10번지,87,온누리상품권,Y,N,2006,2015-12-31
부사전통시장,상설,대전광역시 중구 부사동 148-6,상설,대전 중구 부사동 148-6번지,74,온누리상품권,Y,Y,2011,2015-12-31
산성전통시장,상설,대전광역시 중구 산성동 285-1,상설,대전 중구 산성동 282-5번지,61,온누리상품권,Y,Y,2005,2015-12-31
오류전통시장,상설,대전광역시 중구 오류동88길 72,상설,대전 중구 오류동 164-12번지,46,온누리상품권,Y,N,2007,2015-12-31
용두전통시장,상설,대전광역시 중구 용두동 13-18,상설,대전 중구 용두동 12-2,52,,N,N,1962,2015-12-31
태평전통시장,상설,대전광역시 중구 태평1동(수림로 55번길 56),상설,대전 중구 태평동 333-8번지,129,온누리상품권,Y,Y,1994,2015-12-31
가야벽산상가,상설,부산광역시 부산진구 엄광로 68,상설,부산 진구 가야2동 669-9번지,54,,Y,Y,1996,2015-12-31
명지시장,상설,부산광역시 강서구 명지동 1-377,상설,부산 강서구 명지동 1-377,113,온누리상품권,Y,Y,2006,2015-12-31
구서오시게시장,상설,부산광역시 금정구 구서로 12,상설,부산 금정구 구서동 87-9,128,온누리상품권,Y,N,1984,2015-12-31
금사제일상가시장,상설,부산광역시 금정구 금사동 68-14,상설,부산 금정구 금사동 68-14,35,온누리상품권,Y,N,1983,2015-12-31
부곡상가시장,상설,부산광역시 금정구 부곡동 304-1,상설,부산 금정구 부곡동 304-1,106,온누리상품권,Y,N,2015,2015-12-31
서동향토시장,상설,부산광역시 금정구 서동 194-1,상설,부산 금정구 서동 194-1,159,온누리상품권,Y,N,2010,2015-12-31
서동시장,상설,부산광역시 금정구 서동 302,상설,부산 금정구 서동 302,127,온누리상품권,Y,Y,1968,2015-12-31
서동전통골목시장,상설,부산광역시 금정구 서동 339-1,상설,부산 금정구 서동 339-1,173,온누리상품권,Y,N,2010,2015-12-31
장성시장,상설,부산광역시 금정구 수림로 61번길 53 ,상설,부산 금정구 장전동 155-17,32,,Y,N,1978,2015-12-31
장전상가시장,상설,부산광역시 금정구 장전동 421-7번지,상설,부산 금정구 장전동 421-7,55,온누리상품권,Y,N,1990,2015-12-31
기장시장,상설,부산광역시 기장군 기장읍 대라리 72-1,상설,부산 기장군 기장읍 대라리 72-1,149,온누리상품권,Y,Y,1991,2015-12-31
새감만종합시장,상설,부산광역시 남구 감만1동 163-2,상설,부산 남구 감만1동 163-2,23,온누리상품권,Y,Y,1992,2015-12-31
감만시장,상설,부산광역시 남구 감만1동 171-9번지,상설,부산 남구 감만1동 171-9번지 일원,51,온누리상품권,N,N,1995,2015-12-31
대연삼익상가시장,상설,부산광역시 남구 대연3동 1808번지,상설,부산 남구 대연3동 1808,82,,Y,Y,1989,2015-12-31
